+--------------+------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                          context                           |        synset       | Polarity + | Polarity - | Polarity = |
|   devolver   |          ... productos se devolvió un chorizo ...          |     return.v.01     |    0.0     |    0.0     |    1.0     |
|    fuera     |               ... para que fuera más cocido                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    cocer     |                    ... fuera más cocido                    |      cook.v.03      |   0.125    |    0.0     |   0.875    |
|  presentar   |                       una carta ...                        |     express.v.01    |    0.0     |    0.0     |    1.0     |
|    falta     |          ... carta pésima falta más variedad ...           |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|   sugerir    |        ... más variedad sugerimos en temporada ...         |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   sugerir    |         ... rápida y sugerimos ofrecer medias ...          |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   ofrecer    |          ... y sugerimos ofrecer medias porciones          |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |                    personas amables ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |                     sugiere que la ...                     |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    estar     |            ... los meseros estén limpios ya ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |               ... el lugar es hermoso y ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     vale     |                 ... y no vale la pena ...                  |      cost.v.01      |    0.0     |    0.0     |    1.0     |
|    opacar    |              ... que se opaque por estos ...               |       dim.v.03      |    0.0     |    0.25    |    0.75    |
|     ser      |                        es la 2 ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   visitar    |           ... ocasión que visitamos el lugar ...           |      visit.v.03     |    0.0     |    0.0     |    1.0     |
|    gustar    |             ... primera nos gusto más que ...              |     please.v.01     |   0.625    |    0.0     |   0.375    |
|      ir      |                 ... ya que fue tipo de ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |              ... personas que están en la ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |             ... la entrada son groseros y ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hablar    |             ... toscos al hablar uno llegó ...             |      speak.v.03     |    0.0     |    0.0     |    1.0     |
|    llegar    |              ... hablar uno llegó a decir ...              |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    decir     |              ... llegó a decir me importa ...              |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|   importar   |              ... decir me importa un culo ...              |      heed.v.01      |    0.0     |    0.0     |    1.0     |
|    correr    |          ... que se corra haciendo referencia ...          |       run.v.06      |    0.0     |    0.0     |    1.0     |
|   hacendar   |           ... se corra haciendo referencia a ...           |      make.v.03      |    0.0     |    0.0     |    1.0     |
|    correr    |              ... a que corriera el carro ...               |       run.v.06      |    0.0     |    0.0     |    1.0     |
|     ser      |            ... resto todos son muy amables ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gustar    |                     gusto mucho el ...                     |     please.v.01     |   0.625    |    0.0     |   0.375    |
|     ser      |              ... la atención es muy buena ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    dejar     |                    dejar ingresar a ...                    |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   ingresar   |                  dejar ingresar a las ...                  |     pull_in.v.03    |   0.125    |    0.0     |   0.875    |
|    servir    |          ... agilidad al servir los alimentos ...          |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     ser      |           ... el personal es insuficiente y ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tardar    |                 ... la comida tarda mucho                  |    dwell_on.v.01    |   0.125    |    0.0     |   0.875    |
|  agradecer   |                    agradecer por el ...                    |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|     ser      |                      ser un plan ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   incluir    |           ... plan todo incluido deja mucho ...            |     include.v.01    |    0.0     |    0.0     |    1.0     |
|     deja     |            ... todo incluido deja mucho que ...            |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    desear    |            ... mucho que desear pues parece ...            |     desire.v.01     |    0.25    |    0.0     |    0.75    |
|   parecer    |             ... desear pues parece que la ...              |      look.v.02      |    0.0     |    0.0     |    1.0     |
|    tener     |         ... este plan tiene descuentos frente ...          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   preferir   |            ... a quienes prefieren comer a ...             |     choose.v.02     |    0.0     |    0.0     |    1.0     |
|    comer     |            ... quienes prefieren comer a la ...            |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |        ... algunos funcionarios son expertos en ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poner     |           ... expertos en poner trabas para ...            |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     dar      |            ... para no dar soluciones otros ...            |      give.v.10      |    0.0     |    0.0     |    1.0     |
|     ser      |           ... soluciones otros son displicentes            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ampliar    |                      las opciones ...                      |       run.v.03      |    0.0     |    0.0     |    1.0     |
|   mejorar    |           ... del menú mejorando los tiempos ...           |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    estar     |            ... los alimentos estaba un poco ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                ... el servicio es excelente                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |            los postres estén disponibles de ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   ofrecer    |              ... la carta ofrecida en la ...               |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|  presentar   |           ... la carta presentan bebidas son ...           |     express.v.01    |    0.0     |    0.0     |    1.0     |
|     ser      |        ... presentan bebidas son licor disponibles         |       be.v.01       |    0.25    |   0.125    |   0.625    |
| corresponder |          respuestas corresponden al servicio ...           |      match.v.01     |   0.375    |    0.0     |   0.625    |
|      ir      |                 ... día 7 fue que tuve ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |          ... fue que tuve inconvenientes con ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |                        un lugar ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gustar    |               ... y me gusta la atención ...               |     please.v.01     |   0.625    |    0.0     |   0.375    |
|   agregar    |      ... seria importante agregar otras opciones ...       |       add.v.01      |    0.0     |    0.0     |    1.0     |
|  colaborar   |              ... de los colabores y todo ...               |   collaborate.v.01  |    0.0     |    0.0     |    1.0     |
|      ir      |                  ... y todo fue muy buena                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poder     |           ... el servicio pueden mejorar la ...            |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   mejorar    |        ... servicio pueden mejorar la agilidad ...         |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    demora    |           ... ocasiones se demora bastante y ...           |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|      ir      |                 ... no me fue bien en ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |                 comedor está muy bien ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   decorado   |           ... muy bien decorado y agradable ...            |    decorate.v.01    |    0.0     |    0.0     |    1.0     |
|  disfrutar   |        ... deliciosa para disfrutar en familia ...         |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    estar     |             ... el chorizo estaba un poco ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |          ... de temperatura sugerimos que al ...           |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|   entregar   |           ... momento de entregar la comida ...            |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   asegurar   |             ... comida se aseguren de que ...              |     fasten.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |            ... los productos estén en buena ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... con todo es excelente y ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |               ... y no hay problema con ...                |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    estar     |                  sopa estaba un poco ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    faltar    |            ... aguapanela le faltó un poco ...             |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    estar     |             ... de meseros están muy bien ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |           ... cocina le falta sazón variedad ...           |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    surtir    |            ... variedad y surtir adecuadamente             |     supply.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |           ... producto no es consecuente con ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   consumir   |          ... churrasco que consumimos el día ...           |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |            ... el servicio es excelente sin ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                ... lo ideal es que los ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   atender    |              se atienden clientes después ...              |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     debe     |              ... pm se debe informar con ...               |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   informar   |            ... se debe informar con certeza ...            |     inform.v.01     |    0.0     |    0.0     |    1.0     |
|    poder     |           ... platos se pueden ofrecer para ...            |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|   ofrecer    |             ... se pueden ofrecer para no ...              |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    perder    |             ... para no perder tiempos en ...              |      lose.v.01      |    0.0     |    0.5     |    0.5     |
|    tener     |            ... tiempos en tener que cambiar ...            |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   cambiar    |            ... tener que cambiar porque no ...             |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    haber     |                ... porque no hay lo que ...                |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    pedir     |                      ... que se pidió                      |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   demorar    |           ... anterior se demoraron en traer ...           |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|    traer     |             ... demoraron en traer los pedidos             |      bring.v.01     |    0.0     |    0.0     |    1.0     |
|   demorar    |                 platos se demoraron mucho                  |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|   incluir    |          ... el servicio incluir más opciones ...          |     include.v.01    |    0.0     |    0.0     |    1.0     |
|    deber     |           ... aquellos que deben comer algo ...            |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    comer     |              ... que deben comer algo muy ...              |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |              servicio es excelente hacen ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    hacer     |            ... es excelente hacen muy amena ...            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|   brindar    |               servicio brindado al igual ...               |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   permitir   |             ... lo que permite un ambiente ...             |       let.v.01      |    0.0     |    0.0     |    1.0     |
|    poder     |               menú podrían agregarle la ...                |    displace.v.03    |    0.0     |    0.0     |    1.0     |
|      ir      |              ... el servicio fui en mesa ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   cancelar   |            ... en mesa cancelamos un pedido ...            |       pay.v.01      |    0.0     |    0.0     |    1.0     |
|    pedido    |         ... cancelamos un pedido cambiaron lo ...          |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   cambiar    |          ... un pedido cambiaron lo ofrecido ...           |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   ofrecer    |            ... cambiaron lo ofrecido con lo ...            |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   recibir    |           ... con lo recibido los huéspedes ...            |     derive.v.02     |    0.0     |    0.0     |    1.0     |
|    deber     |          ... los huéspedes deben ser mejores ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |         ... huéspedes deben ser mejores atendidos          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   atender    |                 ... ser mejores atendidos                  |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|     ser      |                 atención es muy lenta ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |        ... falta personal siendo temporada alta ...        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |               ... de res estaba muy dura ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  felicitar   |                        al señor ...                        |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|    pedir     |            ... señor norberto pedí un baby ...             |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   entregar   |             ... y me entregaron después de ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    espera    |             ... tiempo de espera una carne ...             |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|    quemar    |            ... una carne quemada unas papas ...            |    burn_off.v.01    |    0.0     |    0.0     |    1.0     |
|  recalentar  |   ... francesa espantosas recalentadas los primeros ...    |    overheat.v.02    |    0.0     |   0.125    |   0.875    |
|    estar     |           ... primeros platos estaban bien y ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    seriar    |                    adecuado mejorar ...                    |    serialize.v.01   |    0.0     |    0.0     |    1.0     |
|   adecuar    |                  adecuado mejorar en ...                   |       fit.a.01      |    0.5     |    0.0     |    0.5     |
|   mejorar    |                 adecuado mejorar en la ...                 |     better.v.02     |   0.375    |    0.0     |   0.625    |
|    llegar    |          ... las entradas llegaron muy tarde ...           |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    sentir    |         ... impaciente al sentir tanto tiempo ...          |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|     ser      |            ... tanto tiempo son que llegue ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    llegar    |              ... son que llegue su pedido ...              |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    pedido    |           ... llegue su pedido los alimentos ...           |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     ser      |            ... los alimentos son muy buenos ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   lastimar   |              ... muy buenos lastima la demora              |     injure.v.01     |    0.0     |    0.5     |    0.5     |
|   ofrecer    |                    alimentación de ...                     |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    variar    |            ... desayuno más variado no solo ...            |     change.v.01     |    0.0     |    0.0     |    1.0     |
|  confundir   |           ... la cocina confundieron los platos            |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     ser      |              ... el servicio es muy demorado               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   demorar    |                    ... es muy demorado                     |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|    deber     |                     manifestar que ...                     |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|  manifestar  |                 manifestar que estaba ...                  |     express.v.01    |    0.0     |    0.0     |    1.0     |
|    estar     |         manifestar que estaba lloviendo nadie ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    llover    |           ... que estaba lloviendo nadie me ...            |      rain.v.01      |    0.0     |   0.125    |   0.875    |
|   prestar    |            ... nadie me prestó sombrilla y ...             |      give.v.10      |    0.0     |    0.0     |    1.0     |
|   prestar    |             ... y no prestan servicios de ...              |      give.v.10      |    0.0     |    0.0     |    1.0     |
|      ir      |                 ... carnes no fue la mejor                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ir      |               ... ayer no fue tan buena ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    llevar    |               ... buena no llevaron a la ...               |    transport.v.02   |    0.0     |    0.0     |    1.0     |
|    dejar     |             ... la mesa dejaron la comida ...              |       put.v.01      |    0.0     |    0.0     |    1.0     |
|    gustar    |                gustaría que incorporen ...                 |     please.v.01     |   0.625    |    0.0     |   0.375    |
|  incorporar  |           gustaría que incorporen la panela ...            |    integrate.v.01   |    0.0     |    0.0     |    1.0     |
|   utilizar   |             ... que no utilizan hojas para ...             |       use.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |          ... encuesta que tengan datos personales          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |                       muy bonito ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    deber     |           ... el silencio deberían tener una ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |         ... silencio deberían tener una tienda ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    deber     |        ... atención pero deberían más opciones ...         |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   aumentar   |                     las porciones ...                      |    increase.v.02    |    0.0     |    0.0     |    1.0     |
|    estar     |              ... personas que están en la ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     debe     |          ... del hotel debes ser capacitadas ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |          ... hotel debes ser capacitadas para ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  capacitar   |         ... debes ser capacitadas para brindar ...         |       aim.v.01      |    0.0     |    0.0     |    1.0     |
|   brindar    |         ... capacitadas para brindar una mejor ...         |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    sentir    |             ... atención me sentí muy mal ...              |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   atender    |            ... muy mal atendido al momento ...             |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    llegar    |               ... momento de llegar a la ...               |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|   ofrecer    |                      más variedad ...                      |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    salir     |                    salió un pedazo ...                     |       die.v.01      |    0.0     |    0.0     |    1.0     |
|  considerar  |             ... jugo pero considero que es ...             |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|     ser      |           ... considero que es un accidente ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |                ... accidente no tengo queja                |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   prestar    |          ... la atención prestada tenga todo ...           |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    tener     |          ... atención prestada tenga todo el ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |              ... la calidad es pésima les ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   sugerir    |            ... pésima les sugiero tener más ...            |      hint.v.01      |    0.5     |    0.0     |    0.5     |
|    tener     |             ... les sugiero tener más para ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   ofrecer    |             ... más para ofrecer cada día ...              |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|    pagar     |           ... dinero que pagamos pienso que ...            |       pay.v.01      |    0.0     |    0.0     |    1.0     |
|    pensar    |          ... que pagamos pienso que deberían ...           |      think.v.01     |    0.0     |    0.0     |    1.0     |
|    deber     |          ... pienso que deberían ofrecer más ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |          ... que deberían ofrecer más comidas ...          |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   comedir    |          ... ofrecer más comidas el personal ...           |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|  necesitar   |           hotel nuevo necesita cafetería el ...            |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     ser      |             ... en general es bueno falta ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |          ... es bueno falta más organización ...           |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    crear     |              ... servicial yo creo que es ...              |      find.v.05      |   0.125    |    0.0     |   0.875    |
|     ser      |              ... creo que es mejor poner ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    poner     |            ... es mejor poner los servicios ...            |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |            ... la francesa sean naturales y ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tomar     |                     tomó la orden ...                      |     choose.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |                  ... y se fue y nunca ...                  |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|   regresar   |            ... y nunca regresó javier lenta ...            |     return.v.01     |    0.0     |    0.0     |    1.0     |
|   repartir   |          ... 18 personas repartidas en varia ...           |     divide.v.01     |    0.0     |    0.0     |    1.0     |
|      ir      |           ... nuestra atención fue tardía y ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... tardía y es muy molesto ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  necesitar   |         ... muy molesto necesitan más personal ...         |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|    mandar    |            ... mesero lo mandaron a atender ...            |      order.v.01     |    0.0     |    0.0     |    1.0     |
|   atender    |             ... mandaron a atender a otro ...              |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    estar     |           ... cual no está correcto llegamos ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    llegar    |            ... está correcto llegamos a las ...            |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|   atender    |                ... y nos atendieron 9:25 pm                |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    haber     |                       venido en ...                        |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    venir     |                    venido en varias ...                    |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|    sentir    |       ... ocasiones nos sentimos bien atendidos ...        |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   atender    |           ... sentimos bien atendidos con el ...           |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    haber     |            ... desayuno no hay queja alguna ...            |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    falta     |        ... restaurante sí falta las salchipapas ...        |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|     ser      |           ... salchipapas no son de calidad ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |        ... costillas bb son precocidad mojarra ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   encantar   |                   encanto la rapidez ...                   |     please.v.01     |   0.625    |    0.0     |   0.375    |
|   atender    |            ... amabilidad para atender gracias             |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|    volver    |                    por aquí volveremos                     |      make.v.02      |    0.0     |    0.0     |    1.0     |
| recomendado  |           servicio súper recomendado este hotel            |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|   colocar    |                      una lámpara ...                       |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   cascada    |                  ... de huéspedes cascada                  |   masturbate.v.02   |    0.5     |    0.0     |    0.5     |
|    seguir    |                     así felicitaciones                     |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |                 personal es muy atento ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |              ... el trato es muy cordial ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    tener     |          ... esta empresa tiene mucho futuro ...           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  considerar  |                        que nos ...                         |    think_of.v.03    |    0.0     |    0.0     |    1.0     |
|    sentir    |               que nos sentimos muy bien ...                |    perceive.v.01    |   0.375    |    0.0     |   0.625    |
|   atender    |               ... muy bien atendidos hermoso               |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|  organizar   |          ... muy bien organizado personal muy ...          |      form.v.01      |    0.0     |    0.0     |    1.0     |
|     ser      |                ... el lugar es está muy ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |               ... lugar es está muy bien ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   mantener   |                   ... muy bien mantenido                   |      keep.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |            ... nueva que tiene incluido en ...             |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   incluir    |              ... que tiene incluido en el ...              |     include.v.01    |    0.0     |    0.0     |    1.0     |
|     nota     |               ... comida se nota que no ...                |      note.v.01      |    0.0     |    0.0     |    1.0     |
|    haber     |              ... que no hay prioridad ni ...               |       be.v.03       |    0.0     |    0.0     |    1.0     |
|     debe     |          ... motivación se debe ofrecer bien ...           |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|   ofrecer    |               ... se debe ofrecer bien o ...               |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   ofrecer    |           ... o no ofrecer restaurante incluido            |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|   incluir    |              ... ofrecer restaurante incluido              |     include.v.01    |    0.0     |    0.0     |    1.0     |
|  relacionar  |               lo relaciono perfecto gracias                |    associate.v.01   |    0.0     |    0.0     |    1.0     |
|     ser      |               desayuno es muy agradable ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |                 ... huevos perico es poco                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    gustar    |             ... gentil nos gusto el tapis ...              |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    hacer     |           ... del hotel hace un maravilloso ...            |      make.v.03      |    0.0     |    0.0     |    1.0     |
|  disfrutar   |     ... maravilloso servicio disfrutamos mucho la ...      |     please.v.01     |   0.625    |    0.0     |   0.375    |
|   bendecir   |           ... señor los bendiga estamos muy ...            |      bless.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |        ... los bendiga estamos muy satisfechos ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  satisfacer  |           ... estamos muy satisfechos con la ...           |     satisfy.v.01    |    0.5     |    0.0     |    0.5     |
|   prestar    |            ... la atención prestada en este ...            |      give.v.10      |    0.0     |    0.0     |    1.0     |
|      ir      |              ... este lugar vamos encantadas               |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|   encantar   |                 ... lugar vamos encantadas                 |     please.v.01     |   0.625    |    0.0     |   0.375    |
|  compartir   |           espacio para compartir en familia ...            |     partake.v.02    |    0.0     |    0.0     |    1.0     |
|    estar     |                la carne estuvo muy dura ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     asar     |                 ... y muy asada ya que ...                 |      cook.v.03      |   0.125    |    0.0     |   0.875    |
|    pedir     |             ... que se pidió termino medio ...             |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   terminar   |              ... se pidió termino medio y ...              |       end.v.02      |    0.0     |    0.0     |    1.0     |
|    estar     |            ... el queso estaba malo revisar ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   revisar    |          ... estaba malo revisar la frescura ...           |      check.v.01     |    0.5     |    0.0     |    0.5     |
|     ser      |              el personal son muy atentos ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |           ... incómodo no hay donde acomodar ...           |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   acomodar   |             ... hay donde acomodar nada y ...              |      lodge.v.04     |    0.0     |    0.0     |    1.0     |
|   cambiar    |                  bien cambiar el café ...                  |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   incluir    |                ... café e incluir el postre                |     include.v.01    |    0.0     |    0.0     |    1.0     |
|    variar    |                        un poco ...                         |     change.v.01     |    0.0     |    0.0     |    1.0     |
|   ofrecer    |        ... ensaladas y ofrecer postres después ...         |      offer.v.02     |    0.0     |    0.0     |    1.0     |
|     ser      |           ... falta postre somos francés muy ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    falta     |                        sazón en ...                        |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    faltar    |                       cartas en ...                        |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    crear     |                         que no ...                         |      find.v.05      |   0.125    |    0.0     |   0.875    |
|    cansar    |           ... no nos cansaríamos de asistir ...            |      tire.v.02      |    0.25    |    0.0     |    0.75    |
|   asistir    |         ... cansaríamos de asistir y disfrutar ...         |      serve.v.10     |    0.0     |    0.0     |    1.0     |
|  disfrutar   |            ... asistir y disfrutar un sitio ...            |     please.v.01     |   0.625    |    0.0     |   0.375    |
|  continuar   |                 bueno continúen con un ...                 |    continue.v.03    |    0.0     |    0.0     |    1.0     |
